Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
Germany,DEU,2023,10,P006,,Healthcare,Europe,3802980,1269.0
Australia,AUS,2023,5,P009,Processed Foods,Food,Oceania,3763237,1934.0
United States,USA,2021,9,P008,,Metals,North America,3804575,1779.0
China,CHN,2019,5,P001,Crude Oil,Fuel,Asia,4030645,145.0
Japan,JPN,2019,5,P010,Computer Hardware,Electronics,Asia,4496929,1687.0
France,FRA,2020,10,P005,Agricultural Goods,Agriculture,Europe,3052361,892.0
Canada,CAN,2021,1,P001,Crude Oil,Fuel,North America,4439562,1364.0
United Kingdom,GBR,2019,8,P007,Automobiles,Automobile,Europe,4129236,234.0
United Kingdom,GBR,2021,2,P007,Automobiles,Automobile,Europe,3360768,1239.0
Brazil,BRA,2022,7,P010,Computer Hardware,Electronics,South America,4086877,559.0
Canada,CAN,2020,9,P001,Crude Oil,Fuel,North America,2335499,259.0
Japan,JPN,2023,9,P005,Agricultural Goods,Agriculture,Asia,549060,1273.0
Japan,JPN,2021,7,P003,textile materials,Textiles,asia,3522535,359.0
United States,USA,2019,10,P004,Industrial Machinery,Machinery,North America,1582766,858.0
Japan,JPN,2021,3,P001,Crude Oil,Fuel,Asia,1585620,139.0
China,CHN,2021,5,P006,Pharmaceutical Products,Healthcare,Asia,3657326,346.0
Brazil,BRA,2019,10,P005,Agricultural Goods,Agriculture,South America,2992939,1741.0
Australia,AUS,2021,10,P003,Textile Materials,Textiles,Oceania,4015085,404.0
Australia,AUS,2019,5,P003,Textile Materials,Textiles,Oceania,167896,956.0
China,CHN,2022,5,P007,Automobiles,Automobile,Asia,4079467,1877.0
Australia,AUS,2023,5,P007,Automobiles,Automobile,Oceania,257456,720.0
China,CHN,2020,1,P010,Computer Hardware,Electronics,Asia,3507713,544.0
United States,USA,2019,4,P007,Automobiles,Automobile,North America,4499665,1151.0
Australia,AUS,2021,6,P010,computer hardware,Electronics,oceania,2623820,1619.0
China,CHN,2023,10,P005,Agricultural Goods,Agriculture,Asia,1598978,325.0
Australia,AUS,2022,7,P010,Computer Hardware,Electronics,Oceania,3673361,1351.0
United Kingdom,GBR,2021,8,P007,Automobiles,Automobile,Europe,3216959,874.0
Australia,AUS,2019,7,P010,Computer Hardware,Electronics,Oceania,597698,546.0
,JPN,2021,1,P006,Pharmaceutical Products,Healthcare,Asia,409314,862.0
Japan,JPN,2020,2,P003,Textile Materials,Textiles,Asia,967233,361.0
Canada,CAN,2022,3,P005,Agricultural Goods,Agriculture,North America,2150844,1574.0
United Kingdom,GBR,2021,9,P009,Processed Foods,Food,europe,3837493,1359.0
France,FRA,2022,8,P009,Processed Foods,Food,Europe,3648453,1141.0
India,IND,2022,3,P005,Agricultural Goods,Agriculture,Asia,2927154,1673.0
China,CHN,2020,9,P001,Crude Oil,Fuel,Asia,1607457,518.0
Australia,AUS,2022,9,P001,Crude Oil,Fuel,Oceania,2438985,906.0
AUSTRALIA,AUS,2023,6,P004,Industrial Machinery,Machinery,Oceania,1624144,791.0
Canada,CAN,2020,4,P006,Pharmaceutical Products,Healthcare,North America,143438,341.0
France,FRA,2023,12,P008,Steel Materials,Metals,Europe,211914,973.0
China,CHN,2020,1,P008,,Metals,Asia,1107493,1826.0
Australia,AUS,2019,10,P001,Crude Oil,Fuel,Oceania,2746599,802.0
Germany,DEU,2023,9,P006,Pharmaceutical Products,Healthcare,Europe,714891,233.0
United States,USA,2019,12,P009,Processed Foods,Food,North America,2824732,952.0
Brazil,BRA,2021,11,P005,Agricultural Goods,Agriculture,South America,2515406,585.0
UNITED STATES,USA,2023,10,P008,Steel Materials,Metals,North America,1324041,1768.0
Germany,DEU,2019,3,P010,Computer Hardware,Electronics,Europe,4001586,984.0
France,FRA,2023,3,P009,Processed Foods,Food,Europe,4523521,174.0
Brazil,BRA,2020,5,P008,Steel Materials,Metals,South America,2661181,444.0
Brazil,BRA,2021,3,P003,Textile Materials,Textiles,South America,1209053,1008.0
United States,USA,2022,1,P009,Processed Foods,Food,North America,2787471,1026.0
INDIA,IND,2023,4,P010,,Electronics,Asia,907467,342.0
UNITED STATES,USA,2022,8,P009,Processed Foods,Food,north america,3140408,1020.0
Canada,CAN,2019,1,P007,Automobiles,Automobile,North America,4094784,221.0
Australia,AUS,2021,11,P005,Agricultural Goods,Agriculture,Oceania,1546557,861.0
Australia,AUS,2020,6,P003,textile materials,Textiles,Oceania,2094848,
India,IND,2022,3,P008,Steel Materials,Metals,Asia,-470571,807.0
India,IND,2022,7,P001,Crude Oil,Fuel,asia,2771003,914.0
United States,USA,2020,5,P002,Electronic Components,Electronics,North America,-486699,1704.0
France,FRA,2019,9,P008,Steel Materials,Metals,Europe,4660466,80.0
China,CHN,2023,12,P007,Automobiles,Automobile,Asia,4260267,1206.0
Australia,AUS,2023,11,P009,Processed Foods,Food,Oceania,4245877,292.0
,IND,2023,7,P006,Pharmaceutical Products,Healthcare,Asia,1015067,793.0
China,CHN,2019,3,P001,Crude Oil,Fuel,Asia,3120631,1854.0
Japan,JPN,2021,2,P001,Crude Oil,Fuel,Asia,4141383,1418.0
Canada,CAN,2021,9,P006,Pharmaceutical Products,Healthcare,North America,2136997,291.0
Japan,JPN,2020,2,P010,Computer Hardware,Electronics,Asia,310104,1281.0
China,CHN,2020,10,P003,Textile Materials,Textiles,Asia,3505794,58.0
United Kingdom,GBR,2020,2,P005,agricultural goods,Agriculture,Europe,4143531,759.0
India,IND,2020,3,P010,Computer Hardware,Electronics,asia,2580035,777.0
United Kingdom,GBR,2021,1,P007,Automobiles,Automobile,Europe,3353375,790.0
Australia,AUS,2021,12,P010,Computer Hardware,Electronics,Oceania,1848798,782.0
Brazil,BRA,2020,2,P008,Steel Materials,Metals,South America,642945,1280.0
Canada,CAN,2019,6,P002,Electronic Components,Electronics,North America,4218241,72.0
United States,USA,2021,3,P002,Electronic Components,Electronics,North America,3085321,1829.0
,FRA,2020,1,P003,Textile Materials,Textiles,Europe,-224619,1100.0
United States,USA,2023,5,P009,Processed Foods,Food,North America,4212505,1506.0
Japan,JPN,2023,10,P010,Computer Hardware,Electronics,Asia,1289613,1821.0
United States,USA,2023,3,P010,Computer Hardware,Electronics,North America,3477332,464.0
Brazil,BRA,2019,3,P006,Pharmaceutical Products,Healthcare,South America,2451070,1636.0
United Kingdom,GBR,2021,9,P008,Steel Materials,Metals,europe,1529678,627.0
Japan,JPN,2020,10,P008,Steel Materials,Metals,Asia,4096568,498.0
United Kingdom,GBR,2022,11,P004,Industrial Machinery,Machinery,Europe,1999094,1401.0
India,IND,2021,8,P007,Automobiles,Automobile,Asia,4699885,737.0
India,IND,2019,9,P010,Computer Hardware,Electronics,Asia,2295977,1897.0
France,FRA,2020,2,P002,,Electronics,Europe,199061,255.0
United Kingdom,GBR,2022,11,P005,Agricultural Goods,Agriculture,europe,2763714,1109.0
Brazil,BRA,2020,1,P002,Electronic Components,Electronics,South America,193679,472.0
India,IND,2020,7,P001,Crude Oil,Fuel,Asia,-74078,211.0
France,FRA,2022,11,P005,Agricultural Goods,Agriculture,europe,4681099,270.0
,DEU,2022,10,P003,Textile Materials,Textiles,Europe,4119980,151.0
United States,USA,2019,7,P001,crude oil,Fuel,North America,1914624,80.0
India,IND,2021,3,P005,Agricultural Goods,Agriculture,Asia,-236324,493.0
Australia,AUS,2023,2,P005,Agricultural Goods,Agriculture,Oceania,1357081,1389.0
Germany,DEU,2023,6,P006,Pharmaceutical Products,Healthcare,europe,728997,143.0
India,IND,2022,10,P001,Crude Oil,Fuel,Asia,3094293,1803.0
Germany,DEU,2023,5,P008,Steel Materials,Metals,Europe,551146,594.0
United Kingdom,GBR,2019,1,P004,Industrial Machinery,Machinery,Europe,2793623,1055.0
United Kingdom,GBR,2019,8,P001,Crude Oil,Fuel,Europe,1282718,827.0
China,CHN,2019,11,P010,,Electronics,Asia,1066741,684.0
India,IND,2019,11,P010,Computer Hardware,Electronics,asia,3037936,889.0
Australia,AUS,2020,1,P005,Agricultural Goods,Agriculture,Oceania,770595,1268.0
Brazil,BRA,2022,6,P006,Pharmaceutical Products,Healthcare,South America,4219202,1189.0
,JPN,2020,7,P005,Agricultural Goods,Agriculture,Asia,-110549,596.0
Canada,CAN,2021,9,P006,,Healthcare,North America,1064799,209.0
Canada,CAN,2019,6,P002,Electronic Components,Electronics,North America,859815,491.0
China,CHN,2021,9,P002,Electronic Components,Electronics,Asia,544322,1119.0
Australia,AUS,2020,9,P007,Automobiles,Automobile,Oceania,2615767,167.0
China,CHN,2022,9,P002,Electronic Components,Electronics,Asia,3834930,1923.0
France,FRA,2019,9,P004,Industrial Machinery,Machinery,Europe,2649399,972.0
Brazil,BRA,2019,9,P001,Crude Oil,Fuel,south america,658484,394.0
Germany,DEU,2020,1,P003,Textile Materials,Textiles,Europe,1613610,231.0
Australia,AUS,2019,7,P002,Electronic Components,Electronics,Oceania,2519072,627.0
Germany,DEU,2021,12,P001,Crude Oil,Fuel,Europe,752148,1967.0
United States,USA,2021,12,P004,Industrial Machinery,Machinery,North America,1127082,1268.0
India,IND,2021,12,P001,Crude Oil,Fuel,Asia,4490137,522.0
China,CHN,2019,11,P002,Electronic Components,Electronics,Asia,858108,1973.0
Japan,JPN,2019,3,P010,Computer Hardware,Electronics,Asia,4382507,1078.0
Brazil,BRA,2023,7,P002,Electronic Components,Electronics,South America,2787344,1762.0
Australia,AUS,2021,7,P001,Crude Oil,Fuel,Oceania,4173964,1862.0
India,IND,2020,12,P007,Automobiles,Automobile,Asia,2805121,1386.0
Brazil,BRA,2021,11,P005,Agricultural Goods,Agriculture,South America,-196520,953.0
France,FRA,2021,1,P007,Automobiles,Automobile,Europe,2035883,1375.0
United States,USA,2021,3,P002,Electronic Components,Electronics,North America,1645188,493.0
United Kingdom,GBR,2020,2,P005,Agricultural Goods,Agriculture,Europe,3817508,1459.0
France,FRA,2020,11,P007,Automobiles,Automobile,Europe,1514122,1533.0
Germany,DEU,2023,6,P004,Industrial Machinery,Machinery,Europe,1508416,406.0
United Kingdom,GBR,2021,9,P001,Crude Oil,Fuel,Europe,1478455,146.0
United States,USA,2023,8,P006,Pharmaceutical Products,Healthcare,North America,2902988,107.0
France,FRA,2022,6,P005,Agricultural Goods,Agriculture,Europe,3304497,872.0
Germany,DEU,2021,10,P007,Automobiles,Automobile,Europe,3461001,1805.0
United States,USA,2020,5,P007,Automobiles,Automobile,North America,560933,1290.0
France,FRA,2023,2,P005,Agricultural Goods,Agriculture,Europe,2366307,429.0
Canada,CAN,2019,4,P003,Textile Materials,Textiles,North America,-386366,978.0
Japan,JPN,2021,1,P002,Electronic Components,Electronics,Asia,1721067,1788.0
United Kingdom,GBR,2020,12,P005,Agricultural Goods,Agriculture,Europe,-31610,977.0
India,IND,2023,11,P001,Crude Oil,Fuel,Asia,523258,1065.0
United States,USA,2021,6,P009,Processed Foods,Food,North America,812132,478.0
AUSTRALIA,AUS,2021,5,P008,Steel Materials,Metals,Oceania,4956679,1873.0
India,IND,2022,6,P009,Processed Foods,Food,Asia,738057,505.0
Germany,DEU,2019,2,P008,Steel Materials,Metals,europe,1837547,1996.0
CANADA,CAN,2019,1,P009,Processed Foods,Food,North America,2582709,1021.0
United States,USA,2020,6,P005,Agricultural Goods,Agriculture,north america,3384887,1635.0
United States,USA,2022,9,P004,industrial machinery,Machinery,North America,4764241,1372.0
United Kingdom,GBR,2020,9,P006,Pharmaceutical Products,Healthcare,Europe,2777977,880.0
United Kingdom,GBR,2021,10,P003,Textile Materials,Textiles,Europe,2454877,1078.0
GERMANY,DEU,2020,9,P010,Computer Hardware,Electronics,Europe,4561600,202.0
Germany,DEU,2020,3,P006,pharmaceutical products,Healthcare,Europe,1401170,916.0
Australia,AUS,2019,9,P008,Steel Materials,Metals,Oceania,1072340,846.0
Japan,JPN,2019,1,P001,Crude Oil,Fuel,Asia,3622096,347.0
Australia,AUS,2020,12,P009,Processed Foods,Food,Oceania,251959,1809.0
Brazil,BRA,2022,4,P007,Automobiles,Automobile,South America,2220524,956.0
China,CHN,2020,12,P003,Textile Materials,Textiles,Asia,3764418,1009.0
France,FRA,2020,3,P003,Textile Materials,Textiles,Europe,2467377,1099.0
INDIA,IND,2020,11,P007,Automobiles,Automobile,Asia,3516368,1076.0
Canada,CAN,2019,4,P005,Agricultural Goods,Agriculture,North America,-447044,1044.0
China,CHN,2019,4,P001,Crude Oil,Fuel,Asia,2732690,407.0
Canada,CAN,2022,2,P006,Pharmaceutical Products,Healthcare,north america,2132604,1546.0
United States,USA,2019,7,P006,,Healthcare,North America,1745363,1107.0
United States,USA,2022,10,P010,Computer Hardware,Electronics,North America,1274358,1260.0
China,CHN,2021,3,P001,Crude Oil,Fuel,Asia,3145662,1505.0
China,CHN,2019,4,P005,Agricultural Goods,Agriculture,Asia,4294707,548.0
India,IND,2023,8,P010,Computer Hardware,Electronics,Asia,1308746,1316.0
China,CHN,2022,11,P003,Textile Materials,Textiles,Asia,2766552,1761.0
Australia,AUS,2021,4,P007,Automobiles,Automobile,Oceania,4846919,50.0
United States,USA,2019,11,P010,Computer Hardware,Electronics,North America,2706388,723.0
China,CHN,2019,3,P004,industrial machinery,Machinery,Asia,-116803,1878.0
Brazil,BRA,2023,11,P005,agricultural goods,Agriculture,South America,3326000,1687.0
Japan,JPN,2021,9,P005,Agricultural Goods,Agriculture,Asia,3151212,1066.0
Japan,JPN,2022,6,P004,industrial machinery,Machinery,Asia,3078835,1587.0
Germany,DEU,2020,1,P008,Steel Materials,Metals,Europe,4439743,1563.0
United States,USA,2021,3,P010,Computer Hardware,Electronics,North America,4275716,1475.0
China,CHN,2021,2,P006,Pharmaceutical Products,Healthcare,Asia,854860,188.0
United Kingdom,GBR,2021,9,P010,Computer Hardware,Electronics,Europe,4707353,1790.0
United Kingdom,GBR,2021,12,P005,Agricultural Goods,Agriculture,Europe,1357293,679.0
France,FRA,2020,10,P010,Computer Hardware,Electronics,Europe,1533885,1757.0
Brazil,BRA,2023,11,P001,Crude Oil,Fuel,South America,4209005,1364.0
Germany,DEU,2023,11,P010,Computer Hardware,Electronics,Europe,3882082,1243.0
Canada,CAN,2019,12,P003,Textile Materials,Textiles,North America,954056,285.0
Brazil,BRA,2021,6,P007,Automobiles,Automobile,South America,3464604,417.0
Japan,JPN,2022,2,P005,Agricultural Goods,Agriculture,Asia,744715,350.0
China,CHN,2020,12,P002,Electronic Components,Electronics,Asia,3371098,
Canada,CAN,2023,7,P001,Crude Oil,Fuel,North America,161704,880.0
United Kingdom,GBR,2022,4,P007,automobiles,Automobile,Europe,210029,1855.0
Germany,DEU,2020,11,P007,Automobiles,Automobile,Europe,638601,1323.0
India,IND,2020,11,P005,Agricultural Goods,Agriculture,Asia,3281267,1512.0
India,IND,2023,11,P001,Crude Oil,Fuel,Asia,2132282,1207.0
United States,USA,2022,5,P008,Steel Materials,Metals,north america,40321,1003.0
Australia,AUS,2019,3,P006,Pharmaceutical Products,Healthcare,Oceania,858845,1719.0
CHINA,CHN,2020,3,P004,Industrial Machinery,Machinery,asia,3864709,
Germany,DEU,2020,1,P001,Crude Oil,Fuel,Europe,1340960,454.0
Canada,CAN,2019,8,P006,Pharmaceutical Products,Healthcare,North America,3080829,340.0
China,CHN,2021,4,P005,Agricultural Goods,Agriculture,Asia,-29819,230.0
Germany,DEU,2020,5,P001,Crude Oil,Fuel,Europe,605702,1984.0
India,IND,2022,12,P002,Electronic Components,Electronics,Asia,867714,1847.0
Brazil,BRA,2022,12,P009,Processed Foods,Food,South America,352201,1753.0
France,FRA,2021,1,P003,Textile Materials,Textiles,Europe,2740664,1295.0
United Kingdom,GBR,2019,3,P009,Processed Foods,Food,Europe,804863,154.0
Brazil,BRA,2023,12,P005,Agricultural Goods,Agriculture,South America,736756,1780.0
China,CHN,2020,2,P002,electronic components,Electronics,Asia,221023,1739.0
Australia,AUS,2023,1,P007,Automobiles,Automobile,Oceania,120202,909.0
France,FRA,2021,2,P003,Textile Materials,Textiles,Europe,4430462,1318.0
Canada,CAN,2020,3,P002,Electronic Components,Electronics,North America,692062,1904.0
India,IND,2021,3,P006,Pharmaceutical Products,Healthcare,Asia,710828,281.0
Japan,JPN,2020,12,P004,Industrial Machinery,Machinery,Asia,-487353,397.0
,BRA,2023,8,P009,Processed Foods,Food,South America,3766232,1277.0
Japan,JPN,2021,2,P009,Processed Foods,Food,Asia,4634477,1618.0
Japan,JPN,2020,3,P007,Automobiles,Automobile,Asia,4514144,1567.0
China,CHN,2021,10,P003,Textile Materials,Textiles,Asia,788582,85.0
India,IND,2023,12,P006,Pharmaceutical Products,Healthcare,Asia,822614,359.0
India,IND,2023,6,P003,Textile Materials,Textiles,Asia,2149161,1601.0
China,CHN,2021,11,P010,Computer Hardware,Electronics,Asia,1008988,137.0
Australia,AUS,2019,4,P006,Pharmaceutical Products,Healthcare,Oceania,1217674,1291.0
Germany,DEU,2019,11,P003,Textile Materials,Textiles,Europe,202193,1600.0
,USA,2023,3,P006,Pharmaceutical Products,Healthcare,North America,3152737,1162.0
United States,USA,2021,5,P009,Processed Foods,Food,North America,4166347,673.0
India,IND,2020,10,P007,Automobiles,Automobile,Asia,3715075,1925.0
Japan,JPN,2021,7,P007,Automobiles,Automobile,Asia,2107114,669.0
CHINA,CHN,2020,3,P007,automobiles,Automobile,Asia,130015,341.0
Germany,DEU,2021,12,P002,Electronic Components,Electronics,Europe,3573487,103.0
France,FRA,2023,5,P010,,Electronics,Europe,4326530,808.0
Germany,DEU,2022,7,P007,Automobiles,Automobile,europe,-324370,405.0
UNITED KINGDOM,GBR,2023,7,P004,Industrial Machinery,Machinery,Europe,1081689,1886.0
Australia,AUS,2023,12,P004,Industrial Machinery,Machinery,Oceania,-483970,1965.0
France,FRA,2019,1,P010,Computer Hardware,Electronics,Europe,3284116,865.0
Australia,AUS,2023,10,P004,Industrial Machinery,Machinery,Oceania,2732671,95.0
United States,USA,2022,3,P009,Processed Foods,Food,North America,2835724,1728.0
Germany,DEU,2023,3,P003,Textile Materials,Textiles,Europe,1187159,461.0
Germany,DEU,2020,8,P006,Pharmaceutical Products,Healthcare,Europe,4533891,126.0
Japan,JPN,2022,7,P008,,Metals,Asia,296682,914.0
Australia,AUS,2019,11,P009,Processed Foods,Food,Oceania,1734733,1556.0
Australia,AUS,2021,10,P002,Electronic Components,Electronics,Oceania,3014820,740.0
China,CHN,2022,6,P007,Automobiles,Automobile,Asia,2849183,1143.0
Canada,CAN,2021,10,P004,Industrial Machinery,Machinery,North America,3754951,1854.0
Canada,CAN,2020,10,P005,Agricultural Goods,Agriculture,North America,4598845,96.0
BRAZIL,BRA,2022,10,P002,Electronic Components,Electronics,south america,4690332,861.0
Canada,CAN,2023,6,P005,Agricultural Goods,Agriculture,North America,4682540,1792.0
Brazil,BRA,2022,8,P002,Electronic Components,Electronics,South America,1534504,641.0
Australia,AUS,2022,5,P002,Electronic Components,Electronics,Oceania,4401294,1046.0
Japan,JPN,2021,3,P001,Crude Oil,Fuel,Asia,492100,1871.0
France,FRA,2019,9,P001,Crude Oil,Fuel,Europe,1002747,604.0
Australia,AUS,2019,6,P004,Industrial Machinery,Machinery,Oceania,3547231,1788.0
Australia,AUS,2022,4,P006,pharmaceutical products,Healthcare,Oceania,-377788,355.0
JAPAN,JPN,2019,10,P007,Automobiles,Automobile,Asia,4503303,259.0
France,FRA,2022,9,P004,,Machinery,Europe,1967842,
UNITED STATES,USA,2022,3,P009,Processed Foods,Food,North America,2976619,1670.0
India,IND,2021,5,P004,industrial machinery,Machinery,Asia,2041883,1994.0
Japan,JPN,2022,6,P009,Processed Foods,Food,Asia,882733,346.0
France,FRA,2022,3,P007,,Automobile,Europe,2145988,1959.0
Germany,DEU,2021,8,P004,Industrial Machinery,Machinery,Europe,-253379,579.0
United Kingdom,GBR,2020,10,P010,,Electronics,Europe,3166437,1196.0
United States,USA,2021,6,P003,Textile Materials,Textiles,North America,2416703,1071.0
Japan,JPN,2020,2,P003,Textile Materials,Textiles,Asia,70336,1953.0
Japan,JPN,2023,11,P005,Agricultural Goods,Agriculture,Asia,4076638,775.0
China,CHN,2021,3,P010,Computer Hardware,Electronics,Asia,2404768,336.0
Canada,CAN,2019,6,P002,Electronic Components,Electronics,North America,-61902,1521.0
Germany,DEU,2020,6,P006,Pharmaceutical Products,Healthcare,Europe,684019,659.0
Canada,CAN,2021,10,P002,Electronic Components,Electronics,North America,2018933,1488.0
Canada,CAN,2023,1,P009,Processed Foods,Food,North America,1364330,474.0
Australia,AUS,2020,7,P010,Computer Hardware,Electronics,Oceania,-185977,1100.0
China,CHN,2023,8,P008,Steel Materials,Metals,Asia,1146677,69.0
Canada,CAN,2022,6,P005,Agricultural Goods,Agriculture,North America,1284314,1947.0
France,FRA,2021,7,P002,Electronic Components,Electronics,Europe,3512826,435.0
China,CHN,2022,10,P010,Computer Hardware,Electronics,Asia,47813,497.0
